transaction_id,timestamp,user_id,amount,location,device_type,is_fraud
49,2025-06-20 19:16:16.209709,1072,45.55,Mumbai,Mobile,0
50,2025-06-20 19:15:16.209712,1038,79.37,Delhi,Tablet,0
51,2025-06-20 19:14:16.209714,1017,158.23,Chennai,Mobile,0
52,2025-06-20 19:13:16.209717,1003,171.33,Delhi,Mobile,0
53,2025-06-20 19:12:16.209719,1088,4.48,Delhi,Desktop,0
54,2025-06-20 19:11:16.209721,1059,580.5,Chennai,Tablet,0
55,2025-06-20 19:10:16.209722,1013,238.56,Mumbai,Tablet,0
56,2025-06-20 19:09:16.209723,1008,136.92,Delhi,Desktop,0
57,2025-06-20 19:08:16.209725,1089,540.99,Chennai,Mobile,0
58,2025-06-20 19:07:16.209726,1052,115.64,Mumbai,Mobile,0
59,2025-06-20 19:06:16.209727,1001,786.81,Delhi,Tablet,0
60,2025-06-20 19:05:16.209728,1083,143.6,Delhi,Mobile,0
61,2025-06-20 19:04:16.209730,1091,24.27,Delhi,Tablet,0
62,2025-06-20 19:03:16.209731,1059,289.46,Mumbai,Tablet,0
63,2025-06-20 19:02:16.209732,1070,227.2,Delhi,Mobile,0
64,2025-06-20 19:01:16.209734,1043,296.55,Mumbai,Mobile,0
65,2025-06-20 19:00:16.209735,1007,605.0,Bangalore,Mobile,0
66,2025-06-20 18:59:16.209737,1046,299.66,Delhi,Desktop,0
67,2025-06-20 18:58:16.209738,1034,189.01,Bangalore,Tablet,0
68,2025-06-20 18:57:16.209739,1077,389.41,Chennai,Mobile,0
69,2025-06-20 18:56:16.209741,1080,223.71,Delhi,Desktop,0
70,2025-06-20 18:55:16.209742,1035,104.89,Chennai,Mobile,0
71,2025-06-20 18:54:16.209744,1049,433.65,Chennai,Tablet,0
72,2025-06-20 18:53:16.209746,1003,50.18,Chennai,Desktop,0
73,2025-06-20 18:52:16.209747,1001,250.8,Bangalore,Tablet,0
74,2025-06-20 18:51:16.209748,1005,426.68,Mumbai,Mobile,1
75,2025-06-20 18:50:16.209750,1053,262.84,Bangalore,Mobile,0
76,2025-06-20 18:49:16.209751,1003,238.99,Bangalore,Mobile,0
77,2025-06-20 18:48:16.209752,1053,279.38,Chennai,Desktop,0
78,2025-06-20 18:47:16.209754,1092,125.12,Delhi,Desktop,0
79,2025-06-20 18:46:16.209755,1062,414.57,Mumbai,Desktop,0
80,2025-06-20 18:45:16.209756,1017,45.49,Chennai,Desktop,0
81,2025-06-20 18:44:16.209758,1089,27.25,Mumbai,Mobile,0
82,2025-06-20 18:43:16.209759,1043,67.24,Bangalore,Mobile,0
83,2025-06-20 18:42:16.209760,1033,151.68,Mumbai,Mobile,0
84,2025-06-20 18:41:16.209762,1073,142.9,Mumbai,Desktop,0
85,2025-06-20 18:40:16.209763,1061,343.63,Delhi,Desktop,0
86,2025-06-20 18:39:16.209764,1099,103.69,Chennai,Mobile,0
87,2025-06-20 18:38:16.209766,1013,132.46,Mumbai,Mobile,0
88,2025-06-20 18:37:16.209767,1094,2.69,Mumbai,Desktop,0
89,2025-06-20 18:36:16.209768,1047,105.44,Bangalore,Tablet,1
90,2025-06-20 18:35:16.209770,1014,208.7,Bangalore,Mobile,0
91,2025-06-20 18:34:16.209771,1071,3.13,Mumbai,Mobile,0
92,2025-06-20 18:33:16.209772,1077,65.95,Chennai,Mobile,0
93,2025-06-20 18:32:16.209774,1086,46.63,Mumbai,Desktop,0
94,2025-06-20 18:31:16.209775,1061,8.58,Mumbai,Mobile,0
95,2025-06-20 18:30:16.209777,1039,130.5,Delhi,Mobile,0
96,2025-06-20 18:29:16.209778,1084,40.11,Chennai,Mobile,0
97,2025-06-20 18:28:16.209779,1079,271.8,Delhi,Mobile,0
98,2025-06-20 18:27:16.209780,1081,376.68,Chennai,Mobile,0
99,2025-06-20 18:26:16.209783,1052,157.75,Chennai,Tablet,0
100,2025-06-20 18:25:16.209785,1023,800.25,Chennai,Tablet,0
101,2025-06-20 18:24:16.209787,1025,119.74,Delhi,Mobile,0
102,2025-06-20 18:23:16.209789,1088,144.05,Delhi,Mobile,0
103,2025-06-20 18:22:16.209791,1059,905.97,Delhi,Mobile,0
104,2025-06-20 18:21:16.209794,1040,52.68,Bangalore,Mobile,0
105,2025-06-20 18:20:16.209796,1028,571.35,Delhi,Desktop,0
106,2025-06-20 18:19:16.209798,1014,8.76,Bangalore,Desktop,0
107,2025-06-20 18:18:16.209800,1044,118.26,Bangalore,Desktop,0
108,2025-06-20 18:17:16.209803,1064,14.51,Bangalore,Tablet,0
109,2025-06-20 18:16:16.209805,1088,261.3,Mumbai,Mobile,0
110,2025-06-20 18:15:16.209807,1070,187.51,Mumbai,Desktop,0
111,2025-06-20 18:14:16.209810,1008,245.27,Mumbai,Mobile,0
112,2025-06-20 18:13:16.209812,1087,93.83,Bangalore,Mobile,0
113,2025-06-20 18:12:16.209814,1000,92.24,Bangalore,Tablet,0
114,2025-06-20 18:11:16.209816,1007,9.28,Chennai,Tablet,0
115,2025-06-20 18:10:16.209818,1087,86.14,Bangalore,Desktop,0
116,2025-06-20 18:09:16.209820,1062,529.83,Mumbai,Desktop,1
117,2025-06-20 18:08:16.209822,1010,95.36,Bangalore,Tablet,0
118,2025-06-20 18:07:16.209824,1080,356.01,Bangalore,Tablet,0
119,2025-06-20 18:06:16.209825,1007,369.44,Chennai,Mobile,0
120,2025-06-20 18:05:16.209827,1034,93.44,Bangalore,Mobile,0
121,2025-06-20 18:04:16.209828,1034,199.93,Delhi,Desktop,0
122,2025-06-20 18:03:16.209829,1032,20.05,Chennai,Desktop,0
123,2025-06-20 18:02:16.209831,1004,21.89,Bangalore,Tablet,0
124,2025-06-20 18:01:16.209832,1040,9.98,Bangalore,Desktop,0
125,2025-06-20 18:00:16.209833,1027,173.98,Chennai,Mobile,0
126,2025-06-20 17:59:16.209835,1006,111.05,Bangalore,Tablet,0
127,2025-06-20 17:58:16.209836,1072,158.83,Mumbai,Mobile,0
128,2025-06-20 17:57:16.209837,1071,147.24,Delhi,Tablet,0
129,2025-06-20 17:56:16.209839,1011,86.22,Delhi,Tablet,0
130,2025-06-20 17:55:16.209840,1033,226.31,Mumbai,Mobile,0
131,2025-06-20 17:54:16.209842,1032,284.18,Bangalore,Desktop,0
132,2025-06-20 17:53:16.209843,1047,2.95,Bangalore,Desktop,0
133,2025-06-20 17:52:16.209844,1022,46.45,Delhi,Desktop,0
134,2025-06-20 17:51:16.209846,1061,249.82,Bangalore,Desktop,0
135,2025-06-20 17:50:16.209847,1087,97.75,Delhi,Mobile,0
136,2025-06-20 17:49:16.209849,1036,217.23,Delhi,Tablet,0
137,2025-06-20 17:48:16.209850,1098,85.22,Mumbai,Mobile,0
138,2025-06-20 17:47:16.209851,1043,99.11,Delhi,Desktop,0
139,2025-06-20 17:46:16.209852,1085,34.56,Bangalore,Desktop,1
140,2025-06-20 17:45:16.209854,1090,59.74,Bangalore,Mobile,0
141,2025-06-20 17:44:16.209855,1034,185.98,Chennai,Tablet,0
142,2025-06-20 17:43:16.209856,1064,113.54,Bangalore,Mobile,0
143,2025-06-20 17:42:16.209858,1098,297.71,Chennai,Mobile,0
144,2025-06-20 17:41:16.209860,1046,382.9,Delhi,Mobile,0
145,2025-06-20 17:40:16.209862,1077,156.02,Bangalore,Tablet,0
146,2025-06-20 17:39:16.209864,1002,283.98,Mumbai,Mobile,0
147,2025-06-20 17:38:16.209867,1000,73.32,Mumbai,Mobile,0
148,2025-06-20 17:37:16.209869,1004,107.22,Mumbai,Desktop,0
149,2025-06-20 17:36:16.209871,1089,249.5,Delhi,Mobile,0
150,2025-06-20 17:35:16.209874,1013,97.62,Delhi,Desktop,0
151,2025-06-20 17:34:16.209876,1026,177.59,Chennai,Desktop,0
152,2025-06-20 17:33:16.209878,1008,41.0,Mumbai,Desktop,0
153,2025-06-20 17:32:16.209880,1078,183.14,Chennai,Tablet,0
154,2025-06-20 17:31:16.209883,1014,395.4,Chennai,Desktop,0
155,2025-06-20 17:30:16.209885,1089,405.96,Bangalore,Mobile,0
156,2025-06-20 17:29:16.209887,1041,257.72,Bangalore,Mobile,0
157,2025-06-20 17:28:16.209889,1076,273.89,Mumbai,Desktop,0
158,2025-06-20 17:27:16.209892,1050,163.26,Delhi,Desktop,0
159,2025-06-20 17:26:16.209894,1062,175.74,Bangalore,Mobile,0
160,2025-06-20 17:25:16.209896,1095,28.69,Delhi,Desktop,0
161,2025-06-20 17:24:16.210046,1051,117.35,Chennai,Tablet,0
162,2025-06-20 17:23:16.210050,1095,119.85,Chennai,Desktop,0
163,2025-06-20 17:22:16.210052,1003,636.4,Chennai,Tablet,0
164,2025-06-20 17:21:16.210054,1093,112.81,Chennai,Tablet,0
165,2025-06-20 17:20:16.210056,1022,159.41,Mumbai,Tablet,1
166,2025-06-20 17:19:16.210059,1014,152.39,Chennai,Desktop,0
167,2025-06-20 17:18:16.210061,1042,202.54,Bangalore,Tablet,0
168,2025-06-20 17:17:16.210063,1028,275.85,Chennai,Tablet,0
169,2025-06-20 17:16:16.210067,1035,50.99,Delhi,Desktop,0
170,2025-06-20 17:15:16.210069,1012,150.46,Bangalore,Tablet,0
171,2025-06-20 17:14:16.210071,1031,349.65,Delhi,Desktop,1
172,2025-06-20 17:13:16.210074,1070,124.39,Delhi,Mobile,0
173,2025-06-20 17:12:16.210076,1058,65.27,Mumbai,Tablet,1
174,2025-06-20 17:11:16.210079,1085,212.67,Mumbai,Desktop,0
175,2025-06-20 17:10:16.210082,1027,347.19,Delhi,Mobile,0
176,2025-06-20 17:09:16.210084,1065,13.04,Delhi,Tablet,0
177,2025-06-20 17:08:16.210087,1041,299.93,Chennai,Tablet,0
178,2025-06-20 17:07:16.210089,1044,344.8,Bangalore,Desktop,0
179,2025-06-20 17:06:16.210091,1061,123.8,Chennai,Mobile,0
180,2025-06-20 17:05:16.210094,1056,818.54,Mumbai,Desktop,0
181,2025-06-20 17:04:16.210096,1005,309.02,Mumbai,Tablet,0
182,2025-06-20 17:03:16.210098,1027,297.15,Chennai,Tablet,0
183,2025-06-20 17:02:16.210099,1027,275.54,Bangalore,Tablet,0
184,2025-06-20 17:01:16.210101,1043,32.65,Delhi,Tablet,0
185,2025-06-20 17:00:16.210102,1083,48.98,Chennai,Mobile,0
186,2025-06-20 16:59:16.210103,1029,124.72,Mumbai,Mobile,0
187,2025-06-20 16:58:16.210105,1061,61.31,Bangalore,Desktop,0
188,2025-06-20 16:57:16.210106,1074,107.31,Mumbai,Desktop,0
189,2025-06-20 16:56:16.210108,1091,438.68,Bangalore,Desktop,0
190,2025-06-20 16:55:16.210110,1088,347.83,Bangalore,Tablet,0
191,2025-06-20 16:54:16.210112,1061,198.87,Bangalore,Desktop,0
192,2025-06-20 16:53:16.210115,1096,390.56,Chennai,Mobile,0
193,2025-06-20 16:52:16.210117,1000,306.28,Chennai,Desktop,0
194,2025-06-20 16:51:16.210119,1026,112.07,Chennai,Desktop,1
195,2025-06-20 16:50:16.210121,1061,44.9,Bangalore,Mobile,0
196,2025-06-20 16:49:16.210124,1076,144.39,Bangalore,Mobile,0
197,2025-06-20 16:48:16.210126,1002,266.53,Mumbai,Tablet,0
198,2025-06-20 16:47:16.210128,1069,114.69,Delhi,Mobile,0
199,2025-06-20 16:46:16.210130,1071,219.79,Chennai,Mobile,0
200,2025-06-20 16:45:16.210131,1026,19.82,Bangalore,Desktop,0
201,2025-06-20 16:44:16.210133,1008,275.67,Mumbai,Mobile,0
202,2025-06-20 16:43:16.210147,1061,335.02,Mumbai,Tablet,0
203,2025-06-20 16:42:16.210149,1036,245.41,Mumbai,Desktop,0
204,2025-06-20 16:41:16.210150,1096,683.85,Chennai,Tablet,0
205,2025-06-20 16:40:16.210151,1050,350.49,Chennai,Mobile,0
206,2025-06-20 16:39:16.210153,1043,466.8,Delhi,Tablet,0
207,2025-06-20 16:38:16.210154,1023,542.32,Mumbai,Tablet,0
208,2025-06-20 16:37:16.210155,1078,323.24,Chennai,Mobile,0
209,2025-06-20 16:36:16.210157,1058,224.33,Mumbai,Mobile,0
210,2025-06-20 16:35:16.210158,1031,1.15,Bangalore,Desktop,0
211,2025-06-20 16:34:16.210159,1095,125.41,Mumbai,Desktop,0
212,2025-06-20 16:33:16.210161,1087,169.34,Delhi,Desktop,0
213,2025-06-20 16:32:16.210162,1051,72.49,Chennai,Mobile,0
214,2025-06-20 16:31:16.210163,1061,76.58,Bangalore,Tablet,1
215,2025-06-20 16:30:16.210164,1057,649.66,Chennai,Tablet,0
216,2025-06-20 16:29:16.210166,1051,444.59,Bangalore,Desktop,0
217,2025-06-20 16:28:16.210167,1011,378.33,Mumbai,Desktop,0
218,2025-06-20 16:27:16.210168,1038,104.18,Mumbai,Mobile,0
219,2025-06-20 16:26:16.210170,1001,2.76,Delhi,Tablet,0
220,2025-06-20 16:25:16.210171,1002,16.72,Delhi,Desktop,0
221,2025-06-20 16:24:16.210173,1055,74.85,Bangalore,Mobile,0
222,2025-06-20 16:23:16.210174,1080,3.17,Delhi,Desktop,0
223,2025-06-20 16:22:16.210175,1058,3.46,Delhi,Mobile,0
224,2025-06-20 16:21:16.210177,1001,496.83,Delhi,Tablet,0
225,2025-06-20 16:20:16.210178,1001,244.94,Delhi,Mobile,0
226,2025-06-20 16:19:16.210179,1091,73.91,Mumbai,Desktop,0
227,2025-06-20 16:18:16.210181,1053,28.46,Delhi,Desktop,0
228,2025-06-20 16:17:16.210182,1086,143.34,Mumbai,Tablet,0
229,2025-06-20 16:16:16.210183,1095,1.07,Mumbai,Tablet,0
230,2025-06-20 16:15:16.210185,1096,557.46,Chennai,Desktop,0
231,2025-06-20 16:14:16.210186,1000,107.17,Mumbai,Desktop,0
232,2025-06-20 16:13:16.210187,1018,102.94,Mumbai,Desktop,0
233,2025-06-20 16:12:16.210189,1001,99.05,Delhi,Tablet,0
234,2025-06-20 16:11:16.210191,1052,14.37,Mumbai,Desktop,0
235,2025-06-20 16:10:16.210192,1043,203.4,Bangalore,Tablet,0
236,2025-06-20 16:09:16.210193,1089,264.1,Delhi,Desktop,0
237,2025-06-20 16:08:16.210195,1031,225.48,Delhi,Mobile,0
238,2025-06-20 16:07:16.210196,1069,29.8,Delhi,Mobile,0
239,2025-06-20 16:06:16.210197,1031,172.95,Chennai,Desktop,0
240,2025-06-20 16:05:16.210199,1067,168.55,Delhi,Mobile,0
241,2025-06-20 16:04:16.210200,1054,405.61,Mumbai,Tablet,0
242,2025-06-20 16:03:16.210201,1074,95.33,Bangalore,Mobile,0
243,2025-06-20 16:02:16.210203,1055,92.88,Delhi,Mobile,0
244,2025-06-20 16:01:16.210204,1016,192.74,Delhi,Tablet,0
245,2025-06-20 16:00:16.210205,1037,200.52,Bangalore,Mobile,0
246,2025-06-20 15:59:16.210207,1023,126.71,Delhi,Mobile,0
247,2025-06-20 15:58:16.210208,1068,117.06,Chennai,Desktop,0
248,2025-06-20 15:57:16.210209,1097,136.3,Mumbai,Tablet,0
249,2025-06-20 15:56:16.210211,1069,394.72,Bangalore,Tablet,0
250,2025-06-20 15:55:16.210213,1085,123.67,Bangalore,Desktop,0
251,2025-06-20 15:54:16.210215,1010,562.45,Chennai,Desktop,0
252,2025-06-20 15:53:16.210217,1015,140.24,Mumbai,Mobile,0
253,2025-06-20 15:52:16.210219,1096,595.97,Chennai,Mobile,0
254,2025-06-20 15:51:16.210222,1072,357.75,Mumbai,Mobile,0
255,2025-06-20 15:50:16.210224,1058,90.02,Chennai,Desktop,0
256,2025-06-20 15:49:16.210226,1069,398.49,Delhi,Tablet,0
257,2025-06-20 15:48:16.210228,1079,23.32,Chennai,Mobile,0
258,2025-06-20 15:47:16.210230,1092,518.18,Bangalore,Desktop,0
259,2025-06-20 15:46:16.210232,1002,199.74,Bangalore,Tablet,0
260,2025-06-20 15:45:16.210235,1019,11.19,Bangalore,Desktop,0
261,2025-06-20 15:44:16.210238,1058,206.71,Chennai,Mobile,0
262,2025-06-20 15:43:16.210240,1035,731.85,Bangalore,Desktop,0
263,2025-06-20 15:42:16.210242,1018,14.47,Bangalore,Desktop,0
264,2025-06-20 15:41:16.210244,1089,161.8,Delhi,Desktop,0
265,2025-06-20 15:40:16.210247,1066,275.5,Delhi,Desktop,0
266,2025-06-20 15:39:16.210249,1018,332.42,Mumbai,Tablet,0
267,2025-06-20 15:38:16.210251,1019,106.83,Mumbai,Mobile,0
268,2025-06-20 15:37:16.210253,1095,45.67,Mumbai,Tablet,0
269,2025-06-20 15:36:16.210256,1070,8.65,Chennai,Desktop,0
270,2025-06-20 15:35:16.210258,1051,173.37,Mumbai,Desktop,0
271,2025-06-20 15:34:16.210259,1032,120.63,Chennai,Mobile,0
272,2025-06-20 15:33:16.210261,1039,594.19,Chennai,Mobile,0
273,2025-06-20 15:32:16.210262,1038,12.5,Mumbai,Tablet,0
274,2025-06-20 15:31:16.210263,1081,231.29,Mumbai,Tablet,0
275,2025-06-20 15:30:16.210265,1000,5.06,Chennai,Mobile,0
276,2025-06-20 15:29:16.210266,1010,37.61,Delhi,Tablet,0
277,2025-06-20 15:28:16.210267,1091,120.87,Bangalore,Desktop,0
278,2025-06-20 15:27:16.210269,1056,121.35,Bangalore,Desktop,0
279,2025-06-20 15:26:16.210270,1088,231.48,Bangalore,Mobile,1
280,2025-06-20 15:25:16.210271,1049,482.06,Delhi,Tablet,0
281,2025-06-20 15:24:16.210272,1022,203.79,Chennai,Desktop,0
282,2025-06-20 15:23:16.210274,1030,613.81,Mumbai,Mobile,0
283,2025-06-20 15:22:16.210275,1093,426.76,Chennai,Tablet,0
284,2025-06-20 15:21:16.210276,1041,175.65,Chennai,Desktop,0
285,2025-06-20 15:20:16.210278,1098,358.9,Mumbai,Tablet,0
286,2025-06-20 15:19:16.210279,1006,205.77,Delhi,Tablet,0
287,2025-06-20 15:18:16.210280,1015,16.36,Bangalore,Tablet,0
288,2025-06-20 15:17:16.210282,1089,269.85,Bangalore,Mobile,0
289,2025-06-20 15:16:16.210283,1059,19.94,Chennai,Desktop,0
290,2025-06-20 15:15:16.210284,1001,180.32,Delhi,Mobile,0
291,2025-06-20 15:14:16.210286,1000,242.56,Bangalore,Desktop,0
292,2025-06-20 15:13:16.210287,1047,13.77,Delhi,Desktop,0
293,2025-06-20 15:12:16.210288,1011,52.48,Mumbai,Mobile,0
294,2025-06-20 15:11:16.210289,1068,494.61,Chennai,Mobile,0
295,2025-06-20 15:10:16.210291,1036,191.59,Chennai,Desktop,0
296,2025-06-20 15:09:16.210292,1031,56.55,Delhi,Desktop,0
297,2025-06-20 15:08:16.210293,1008,234.68,Bangalore,Desktop,0
298,2025-06-20 15:07:16.210295,1098,181.65,Delhi,Tablet,0
299,2025-06-20 15:06:16.210296,1018,139.26,Mumbai,Desktop,0
300,2025-06-20 15:05:16.210297,1047,747.5,Bangalore,Mobile,0
301,2025-06-20 15:04:16.210299,1079,230.06,Bangalore,Mobile,0
302,2025-06-20 15:03:16.210300,1002,94.14,Delhi,Mobile,0
303,2025-06-20 15:02:16.210301,1019,321.96,Mumbai,Desktop,0
304,2025-06-20 15:01:16.210302,1023,431.84,Bangalore,Desktop,0
305,2025-06-20 15:00:16.210304,1053,26.76,Chennai,Tablet,0
306,2025-06-20 14:59:16.210305,1032,44.77,Mumbai,Tablet,0
307,2025-06-20 14:58:16.210306,1023,48.73,Bangalore,Mobile,0
308,2025-06-20 14:57:16.210308,1074,235.02,Delhi,Tablet,0
309,2025-06-20 14:56:16.210309,1071,184.78,Bangalore,Tablet,0
310,2025-06-20 14:55:16.210311,1035,192.99,Chennai,Mobile,0
311,2025-06-20 14:54:16.210313,1037,565.28,Mumbai,Desktop,0
312,2025-06-20 14:53:16.210314,1083,299.14,Bangalore,Tablet,0
313,2025-06-20 14:52:16.210315,1098,27.38,Chennai,Desktop,0
314,2025-06-20 14:51:16.210317,1088,85.39,Bangalore,Mobile,0
315,2025-06-20 14:50:16.210318,1098,114.33,Bangalore,Mobile,0
316,2025-06-20 14:49:16.210320,1024,100.82,Mumbai,Tablet,0
317,2025-06-20 14:48:16.210321,1092,221.31,Delhi,Mobile,0
318,2025-06-20 14:47:16.210322,1017,444.93,Delhi,Mobile,0
319,2025-06-20 14:46:16.210324,1081,73.07,Chennai,Mobile,0
320,2025-06-20 14:45:16.210325,1065,160.54,Chennai,Tablet,0
321,2025-06-20 14:44:16.210327,1053,311.57,Chennai,Tablet,0
322,2025-06-20 14:43:16.210328,1034,107.65,Mumbai,Tablet,0
323,2025-06-20 14:42:16.210329,1079,36.81,Delhi,Mobile,0
324,2025-06-20 14:41:16.210331,1060,128.85,Chennai,Desktop,0
325,2025-06-20 14:40:16.210332,1040,11.36,Chennai,Mobile,0
326,2025-06-20 14:39:16.210333,1099,570.79,Bangalore,Tablet,0
327,2025-06-20 14:38:16.210334,1032,15.55,Bangalore,Desktop,0
328,2025-06-20 14:37:16.210336,1067,115.41,Chennai,Desktop,0
329,2025-06-20 14:36:16.210337,1032,150.95,Bangalore,Tablet,0
330,2025-06-20 14:35:16.210338,1013,844.03,Bangalore,Desktop,0
331,2025-06-20 14:34:16.210340,1020,36.31,Bangalore,Desktop,0
332,2025-06-20 14:33:16.210341,1047,24.31,Mumbai,Tablet,0
333,2025-06-20 14:32:16.210342,1019,1.75,Chennai,Desktop,1
334,2025-06-20 14:31:16.210344,1007,33.82,Chennai,Desktop,0
335,2025-06-20 14:30:16.210345,1006,46.46,Bangalore,Tablet,0
336,2025-06-20 14:29:16.210346,1066,199.16,Mumbai,Desktop,0
337,2025-06-20 14:28:16.210347,1016,49.62,Bangalore,Desktop,0
338,2025-06-20 14:27:16.210349,1032,4.15,Mumbai,Desktop,0
339,2025-06-20 14:26:16.210350,1047,350.45,Chennai,Desktop,0
340,2025-06-20 14:25:16.210351,1075,91.01,Bangalore,Tablet,0
341,2025-06-20 14:24:16.210353,1058,87.3,Chennai,Mobile,0
342,2025-06-20 14:23:16.210354,1085,72.04,Mumbai,Mobile,0
343,2025-06-20 14:22:16.210355,1021,740.78,Delhi,Desktop,0
344,2025-06-20 14:21:16.210357,1029,37.29,Mumbai,Tablet,0
345,2025-06-20 14:20:16.210358,1037,457.02,Delhi,Tablet,0
346,2025-06-20 14:19:16.210359,1050,299.94,Chennai,Desktop,0
347,2025-06-20 14:18:16.210361,1053,15.91,Chennai,Mobile,0
348,2025-06-20 14:17:16.210362,1007,864.44,Bangalore,Desktop,0
349,2025-06-20 14:16:16.210363,1026,63.32,Delhi,Tablet,0
350,2025-06-20 14:15:16.210365,1026,20.76,Mumbai,Tablet,0
351,2025-06-20 14:14:16.210366,1097,353.59,Chennai,Mobile,0
352,2025-06-20 14:13:16.210367,1020,245.3,Delhi,Tablet,0
353,2025-06-20 14:12:16.210369,1029,192.06,Mumbai,Tablet,0
354,2025-06-20 14:11:16.210371,1096,33.92,Delhi,Tablet,0
355,2025-06-20 14:10:16.210372,1027,130.21,Mumbai,Mobile,0
356,2025-06-20 14:09:16.210373,1063,303.33,Mumbai,Tablet,0
357,2025-06-20 14:08:16.210375,1096,72.37,Mumbai,Desktop,0
358,2025-06-20 14:07:16.210376,1068,74.7,Mumbai,Mobile,0
359,2025-06-20 14:06:16.210377,1060,0.63,Delhi,Desktop,0
360,2025-06-20 14:05:16.210379,1047,38.29,Delhi,Desktop,0
361,2025-06-20 14:04:16.210380,1018,416.54,Bangalore,Mobile,0
362,2025-06-20 14:03:16.210381,1003,116.59,Delhi,Desktop,0
363,2025-06-20 14:02:16.210383,1034,829.99,Delhi,Mobile,0
364,2025-06-20 14:01:16.210384,1063,100.74,Bangalore,Desktop,0
365,2025-06-20 14:00:16.210385,1048,251.18,Delhi,Mobile,0
366,2025-06-20 13:59:16.210387,1016,66.23,Mumbai,Tablet,0
367,2025-06-20 13:58:16.210389,1043,90.45,Chennai,Tablet,0
368,2025-06-20 13:57:16.210391,1091,42.32,Chennai,Desktop,0
369,2025-06-20 13:56:16.210394,1029,85.25,Bangalore,Tablet,0
370,2025-06-20 13:55:16.210396,1092,158.48,Delhi,Mobile,0
371,2025-06-20 13:54:16.210398,1045,960.06,Delhi,Desktop,0
